IDRestaurant,rating_group,count_rating,total_count,Rating_Percent
1,0,0,95,0.0
1,[1-2],19,95,20.0
1,[2-3],2,95,2.1
1,[3-4],2,95,2.1
1,[4-5],5,95,5.3
1,[5-6],5,95,5.3
1,[6-7],9,95,9.5
1,[7-8],16,95,16.8
1,[8-9],27,95,28.4
1,[9-10],6,95,6.3
1,10,4,95,4.2
2,0,0,1,0.0
2,[1-2],0,1,0.0
2,[2-3],0,1,0.0
2,[3-4],0,1,0.0
2,[4-5],0,1,0.0
2,[5-6],1,1,100.0
2,[6-7],0,1,0.0
2,[7-8],0,1,0.0
2,[8-9],0,1,0.0
2,[9-10],0,1,0.0
2,10,0,1,0.0
3,0,0,95,0.0
3,[1-2],7,95,7.4
3,[2-3],6,95,6.3
3,[3-4],5,95,5.3
3,[4-5],12,95,12.6
3,[5-6],4,95,4.2
3,[6-7],3,95,3.2
3,[7-8],26,95,27.4
3,[8-9],23,95,24.2
3,[9-10],9,95,9.5
3,10,0,95,0.0
4,0,0,14,0.0
4,[1-2],4,14,28.6
4,[2-3],1,14,7.1
4,[3-4],1,14,7.1
4,[4-5],0,14,0.0
4,[5-6],0,14,0.0
4,[6-7],2,14,14.3
4,[7-8],0,14,0.0
4,[8-9],3,14,21.4
4,[9-10],2,14,14.3
4,10,1,14,7.1
5,0,0,20,0.0
5,[1-2],0,20,0.0
5,[2-3],1,20,5.0
5,[3-4],3,20,15.0
5,[4-5],1,20,5.0
5,[5-6],0,20,0.0
5,[6-7],1,20,5.0
5,[7-8],3,20,15.0
5,[8-9],3,20,15.0
5,[9-10],6,20,30.0
5,10,2,20,10.0
6,0,0,14,0.0
6,[1-2],4,14,28.6
6,[2-3],0,14,0.0
6,[3-4],0,14,0.0
6,[4-5],3,14,21.4
6,[5-6],1,14,7.1
6,[6-7],0,14,0.0
6,[7-8],2,14,14.3
6,[8-9],3,14,21.4
6,[9-10],1,14,7.1
6,10,0,14,0.0
7,0,0,100,0.0
7,[1-2],2,100,2.0
7,[2-3],1,100,1.0
7,[3-4],2,100,2.0
7,[4-5],3,100,3.0
7,[5-6],6,100,6.0
7,[6-7],8,100,8.0
7,[7-8],37,100,37.0
7,[8-9],34,100,34.0
7,[9-10],6,100,6.0
7,10,1,100,1.0
8,0,0,4,0.0
8,[1-2],0,4,0.0
8,[2-3],0,4,0.0
8,[3-4],0,4,0.0
8,[4-5],0,4,0.0
8,[5-6],0,4,0.0
8,[6-7],0,4,0.0
8,[7-8],1,4,25.0
8,[8-9],2,4,50.0
8,[9-10],1,4,25.0
8,10,0,4,0.0
9,0,0,25,0.0
9,[1-2],0,25,0.0
9,[2-3],1,25,4.0
9,[3-4],1,25,4.0
9,[4-5],2,25,8.0
9,[5-6],0,25,0.0
9,[6-7],3,25,12.0
9,[7-8],13,25,52.0
9,[8-9],3,25,12.0
9,[9-10],2,25,8.0
9,10,0,25,0.0
11,0,0,45,0.0
11,[1-2],0,45,0.0
11,[2-3],0,45,0.0
11,[3-4],0,45,0.0
11,[4-5],0,45,0.0
11,[5-6],0,45,0.0
11,[6-7],0,45,0.0
11,[7-8],0,45,0.0
11,[8-9],3,45,6.7
11,[9-10],21,45,46.7
11,10,21,45,46.7
12,0,0,5,0.0
12,[1-2],0,5,0.0
12,[2-3],0,5,0.0
12,[3-4],0,5,0.0
12,[4-5],0,5,0.0
12,[5-6],0,5,0.0
12,[6-7],1,5,20.0
12,[7-8],0,5,0.0
12,[8-9],1,5,20.0
12,[9-10],1,5,20.0
12,10,2,5,40.0
13,0,0,36,0.0
13,[1-2],5,36,13.9
13,[2-3],1,36,2.8
13,[3-4],3,36,8.3
13,[4-5],0,36,0.0
13,[5-6],1,36,2.8
13,[6-7],1,36,2.8
13,[7-8],3,36,8.3
13,[8-9],8,36,22.2
13,[9-10],8,36,22.2
13,10,6,36,16.7
14,0,0,99,0.0
14,[1-2],8,99,8.1
14,[2-3],4,99,4.0
14,[3-4],9,99,9.1
14,[4-5],4,99,4.0
14,[5-6],2,99,2.0
14,[6-7],11,99,11.1
14,[7-8],21,99,21.2
14,[8-9],22,99,22.2
14,[9-10],16,99,16.2
14,10,2,99,2.0
15,0,0,3,0.0
15,[1-2],0,3,0.0
15,[2-3],0,3,0.0
15,[3-4],0,3,0.0
15,[4-5],0,3,0.0
15,[5-6],0,3,0.0
15,[6-7],0,3,0.0
15,[7-8],0,3,0.0
15,[8-9],0,3,0.0
15,[9-10],0,3,0.0
15,10,3,3,100.0
16,0,0,98,0.0
16,[1-2],4,98,4.1
16,[2-3],5,98,5.1
16,[3-4],3,98,3.1
16,[4-5],9,98,9.2
16,[5-6],5,98,5.1
16,[6-7],11,98,11.2
16,[7-8],35,98,35.7
16,[8-9],19,98,19.4
16,[9-10],6,98,6.1
16,10,1,98,1.0
17,0,0,99,0.0
17,[1-2],4,99,4.0
17,[2-3],1,99,1.0
17,[3-4],1,99,1.0
17,[4-5],5,99,5.1
17,[5-6],1,99,1.0
17,[6-7],6,99,6.1
17,[7-8],36,99,36.4
17,[8-9],33,99,33.3
17,[9-10],8,99,8.1
17,10,4,99,4.0
18,0,0,85,0.0
18,[1-2],9,85,10.6
18,[2-3],2,85,2.4
18,[3-4],11,85,12.9
18,[4-5],4,85,4.7
18,[5-6],3,85,3.5
18,[6-7],18,85,21.2
18,[7-8],24,85,28.2
18,[8-9],11,85,12.9
18,[9-10],1,85,1.2
18,10,2,85,2.4
19,0,0,56,0.0
19,[1-2],0,56,0.0
19,[2-3],0,56,0.0
19,[3-4],0,56,0.0
19,[4-5],1,56,1.8
19,[5-6],3,56,5.4
19,[6-7],7,56,12.5
19,[7-8],3,56,5.4
19,[8-9],4,56,7.1
19,[9-10],7,56,12.5
19,10,31,56,55.4
20,0,0,84,0.0
20,[1-2],0,84,0.0
20,[2-3],0,84,0.0
20,[3-4],0,84,0.0
20,[4-5],0,84,0.0
20,[5-6],0,84,0.0
20,[6-7],1,84,1.2
20,[7-8],0,84,0.0
20,[8-9],0,84,0.0
20,[9-10],0,84,0.0
20,10,83,84,98.8
21,0,0,21,0.0
21,[1-2],2,21,9.5
21,[2-3],1,21,4.8
21,[3-4],1,21,4.8
21,[4-5],3,21,14.3
21,[5-6],0,21,0.0
21,[6-7],0,21,0.0
21,[7-8],4,21,19.0
21,[8-9],7,21,33.3
21,[9-10],3,21,14.3
21,10,0,21,0.0
22,0,0,6,0.0
22,[1-2],1,6,16.7
22,[2-3],0,6,0.0
22,[3-4],0,6,0.0
22,[4-5],0,6,0.0
22,[5-6],0,6,0.0
22,[6-7],1,6,16.7
22,[7-8],1,6,16.7
22,[8-9],2,6,33.3
22,[9-10],1,6,16.7
22,10,0,6,0.0
23,0,1,99,1.0
23,[1-2],3,99,3.0
23,[2-3],4,99,4.0
23,[3-4],1,99,1.0
23,[4-5],3,99,3.0
23,[5-6],5,99,5.1
23,[6-7],4,99,4.0
23,[7-8],29,99,29.3
23,[8-9],34,99,34.3
23,[9-10],10,99,10.1
23,10,5,99,5.1
24,0,0,6,0.0
24,[1-2],0,6,0.0
24,[2-3],1,6,16.7
24,[3-4],1,6,16.7
24,[4-5],0,6,0.0
24,[5-6],0,6,0.0
24,[6-7],1,6,16.7
24,[7-8],0,6,0.0
24,[8-9],1,6,16.7
24,[9-10],2,6,33.3
24,10,0,6,0.0
25,0,0,8,0.0
25,[1-2],0,8,0.0
25,[2-3],0,8,0.0
25,[3-4],0,8,0.0
25,[4-5],0,8,0.0
25,[5-6],0,8,0.0
25,[6-7],0,8,0.0
25,[7-8],0,8,0.0
25,[8-9],2,8,25.0
25,[9-10],4,8,50.0
25,10,2,8,25.0
26,0,0,99,0.0
26,[1-2],2,99,2.0
26,[2-3],2,99,2.0
26,[3-4],3,99,3.0
26,[4-5],2,99,2.0
26,[5-6],1,99,1.0
26,[6-7],17,99,17.2
26,[7-8],27,99,27.3
26,[8-9],28,99,28.3
26,[9-10],6,99,6.1
26,10,11,99,11.1
27,0,0,4,0.0
27,[1-2],0,4,0.0
27,[2-3],0,4,0.0
27,[3-4],0,4,0.0
27,[4-5],0,4,0.0
27,[5-6],1,4,25.0
27,[6-7],0,4,0.0
27,[7-8],1,4,25.0
27,[8-9],2,4,50.0
27,[9-10],0,4,0.0
27,10,0,4,0.0
28,0,0,1,0.0
28,[1-2],0,1,0.0
28,[2-3],0,1,0.0
28,[3-4],0,1,0.0
28,[4-5],0,1,0.0
28,[5-6],0,1,0.0
28,[6-7],0,1,0.0
28,[7-8],0,1,0.0
28,[8-9],1,1,100.0
28,[9-10],0,1,0.0
28,10,0,1,0.0
30,0,0,98,0.0
30,[1-2],0,98,0.0
30,[2-3],7,98,7.1
30,[3-4],5,98,5.1
30,[4-5],6,98,6.1
30,[5-6],2,98,2.0
30,[6-7],2,98,2.0
30,[7-8],9,98,9.2
30,[8-9],10,98,10.2
30,[9-10],38,98,38.8
30,10,19,98,19.4
31,0,0,94,0.0
31,[1-2],17,94,18.1
31,[2-3],10,94,10.6
31,[3-4],12,94,12.8
31,[4-5],15,94,16.0
31,[5-6],4,94,4.3
31,[6-7],10,94,10.6
31,[7-8],11,94,11.7
31,[8-9],10,94,10.6
31,[9-10],4,94,4.3
31,10,1,94,1.1
32,0,0,1,0.0
32,[1-2],0,1,0.0
32,[2-3],0,1,0.0
32,[3-4],0,1,0.0
32,[4-5],0,1,0.0
32,[5-6],0,1,0.0
32,[6-7],0,1,0.0
32,[7-8],0,1,0.0
32,[8-9],1,1,100.0
32,[9-10],0,1,0.0
32,10,0,1,0.0
33,0,0,35,0.0
33,[1-2],2,35,5.7
33,[2-3],0,35,0.0
33,[3-4],0,35,0.0
33,[4-5],1,35,2.9
33,[5-6],3,35,8.6
33,[6-7],3,35,8.6
33,[7-8],11,35,31.4
33,[8-9],9,35,25.7
33,[9-10],2,35,5.7
33,10,4,35,11.4
34,0,0,45,0.0
34,[1-2],1,45,2.2
34,[2-3],0,45,0.0
34,[3-4],1,45,2.2
34,[4-5],5,45,11.1
34,[5-6],1,45,2.2
34,[6-7],6,45,13.3
34,[7-8],17,45,37.8
34,[8-9],10,45,22.2
34,[9-10],2,45,4.4
34,10,2,45,4.4
35,0,0,31,0.0
35,[1-2],0,31,0.0
35,[2-3],2,31,6.5
35,[3-4],3,31,9.7
35,[4-5],0,31,0.0
35,[5-6],0,31,0.0
35,[6-7],0,31,0.0
35,[7-8],2,31,6.5
35,[8-9],4,31,12.9
35,[9-10],16,31,51.6
35,10,4,31,12.9
36,0,0,2,0.0
36,[1-2],0,2,0.0
36,[2-3],0,2,0.0
36,[3-4],0,2,0.0
36,[4-5],0,2,0.0
36,[5-6],0,2,0.0
36,[6-7],0,2,0.0
36,[7-8],0,2,0.0
36,[8-9],2,2,100.0
36,[9-10],0,2,0.0
36,10,0,2,0.0
37,0,0,16,0.0
37,[1-2],0,16,0.0
37,[2-3],0,16,0.0
37,[3-4],0,16,0.0
37,[4-5],0,16,0.0
37,[5-6],0,16,0.0
37,[6-7],2,16,12.5
37,[7-8],4,16,25.0
37,[8-9],6,16,37.5
37,[9-10],3,16,18.8
37,10,1,16,6.2
38,0,0,14,0.0
38,[1-2],0,14,0.0
38,[2-3],0,14,0.0
38,[3-4],0,14,0.0
38,[4-5],1,14,7.1
38,[5-6],1,14,7.1
38,[6-7],1,14,7.1
38,[7-8],1,14,7.1
38,[8-9],1,14,7.1
38,[9-10],4,14,28.6
38,10,5,14,35.7
39,0,0,29,0.0
39,[1-2],1,29,3.4
39,[2-3],0,29,0.0
39,[3-4],2,29,6.9
39,[4-5],1,29,3.4
39,[5-6],0,29,0.0
39,[6-7],1,29,3.4
39,[7-8],2,29,6.9
39,[8-9],7,29,24.1
39,[9-10],3,29,10.3
39,10,12,29,41.4
40,0,0,6,0.0
40,[1-2],1,6,16.7
40,[2-3],0,6,0.0
40,[3-4],0,6,0.0
40,[4-5],0,6,0.0
40,[5-6],0,6,0.0
40,[6-7],0,6,0.0
40,[7-8],3,6,50.0
40,[8-9],2,6,33.3
40,[9-10],0,6,0.0
40,10,0,6,0.0
41,0,0,1,0.0
41,[1-2],0,1,0.0
41,[2-3],0,1,0.0
41,[3-4],0,1,0.0
41,[4-5],0,1,0.0
41,[5-6],0,1,0.0
41,[6-7],0,1,0.0
41,[7-8],0,1,0.0
41,[8-9],0,1,0.0
41,[9-10],1,1,100.0
41,10,0,1,0.0
42,0,0,14,0.0
42,[1-2],1,14,7.1
42,[2-3],1,14,7.1
42,[3-4],0,14,0.0
42,[4-5],0,14,0.0
42,[5-6],0,14,0.0
42,[6-7],0,14,0.0
42,[7-8],7,14,50.0
42,[8-9],3,14,21.4
42,[9-10],2,14,14.3
42,10,0,14,0.0
43,0,0,10,0.0
43,[1-2],1,10,10.0
43,[2-3],0,10,0.0
43,[3-4],1,10,10.0
43,[4-5],0,10,0.0
43,[5-6],0,10,0.0
43,[6-7],2,10,20.0
43,[7-8],3,10,30.0
43,[8-9],3,10,30.0
43,[9-10],0,10,0.0
43,10,0,10,0.0
44,0,0,1,0.0
44,[1-2],0,1,0.0
44,[2-3],0,1,0.0
44,[3-4],0,1,0.0
44,[4-5],0,1,0.0
44,[5-6],0,1,0.0
44,[6-7],0,1,0.0
44,[7-8],1,1,100.0
44,[8-9],0,1,0.0
44,[9-10],0,1,0.0
44,10,0,1,0.0
46,0,0,96,0.0
46,[1-2],1,96,1.0
46,[2-3],2,96,2.1
46,[3-4],6,96,6.2
46,[4-5],3,96,3.1
46,[5-6],5,96,5.2
46,[6-7],22,96,22.9
46,[7-8],41,96,42.7
46,[8-9],13,96,13.5
46,[9-10],3,96,3.1
46,10,0,96,0.0
47,0,0,1,0.0
47,[1-2],0,1,0.0
47,[2-3],0,1,0.0
47,[3-4],0,1,0.0
47,[4-5],0,1,0.0
47,[5-6],0,1,0.0
47,[6-7],0,1,0.0
47,[7-8],0,1,0.0
47,[8-9],0,1,0.0
47,[9-10],1,1,100.0
47,10,0,1,0.0
48,0,0,9,0.0
48,[1-2],0,9,0.0
48,[2-3],0,9,0.0
48,[3-4],0,9,0.0
48,[4-5],0,9,0.0
48,[5-6],0,9,0.0
48,[6-7],0,9,0.0
48,[7-8],3,9,33.3
48,[8-9],2,9,22.2
48,[9-10],2,9,22.2
48,10,2,9,22.2
49,0,0,5,0.0
49,[1-2],0,5,0.0
49,[2-3],0,5,0.0
49,[3-4],0,5,0.0
49,[4-5],1,5,20.0
49,[5-6],0,5,0.0
49,[6-7],0,5,0.0
49,[7-8],2,5,40.0
49,[8-9],1,5,20.0
49,[9-10],1,5,20.0
49,10,0,5,0.0
50,0,0,1,0.0
50,[1-2],0,1,0.0
50,[2-3],0,1,0.0
50,[3-4],0,1,0.0
50,[4-5],0,1,0.0
50,[5-6],0,1,0.0
50,[6-7],0,1,0.0
50,[7-8],0,1,0.0
50,[8-9],0,1,0.0
50,[9-10],0,1,0.0
50,10,1,1,100.0
51,0,0,79,0.0
51,[1-2],0,79,0.0
51,[2-3],0,79,0.0
51,[3-4],0,79,0.0
51,[4-5],0,79,0.0
51,[5-6],0,79,0.0
51,[6-7],0,79,0.0
51,[7-8],0,79,0.0
51,[8-9],0,79,0.0
51,[9-10],0,79,0.0
51,10,79,79,100.0
52,0,0,2,0.0
52,[1-2],0,2,0.0
52,[2-3],0,2,0.0
52,[3-4],0,2,0.0
52,[4-5],0,2,0.0
52,[5-6],0,2,0.0
52,[6-7],1,2,50.0
52,[7-8],0,2,0.0
52,[8-9],1,2,50.0
52,[9-10],0,2,0.0
52,10,0,2,0.0
53,0,0,5,0.0
53,[1-2],1,5,20.0
53,[2-3],0,5,0.0
53,[3-4],0,5,0.0
53,[4-5],1,5,20.0
53,[5-6],0,5,0.0
53,[6-7],1,5,20.0
53,[7-8],1,5,20.0
53,[8-9],1,5,20.0
53,[9-10],0,5,0.0
53,10,0,5,0.0
54,0,0,17,0.0
54,[1-2],1,17,5.9
54,[2-3],1,17,5.9
54,[3-4],2,17,11.8
54,[4-5],0,17,0.0
54,[5-6],0,17,0.0
54,[6-7],0,17,0.0
54,[7-8],1,17,5.9
54,[8-9],5,17,29.4
54,[9-10],6,17,35.3
54,10,1,17,5.9
55,0,0,51,0.0
55,[1-2],0,51,0.0
55,[2-3],0,51,0.0
55,[3-4],1,51,2.0
55,[4-5],0,51,0.0
55,[5-6],2,51,3.9
55,[6-7],3,51,5.9
55,[7-8],9,51,17.6
55,[8-9],20,51,39.2
55,[9-10],12,51,23.5
55,10,4,51,7.8
56,0,0,93,0.0
56,[1-2],9,93,9.7
56,[2-3],6,93,6.5
56,[3-4],6,93,6.5
56,[4-5],11,93,11.8
56,[5-6],6,93,6.5
56,[6-7],12,93,12.9
56,[7-8],17,93,18.3
56,[8-9],16,93,17.2
56,[9-10],8,93,8.6
56,10,2,93,2.2
57,0,0,1,0.0
57,[1-2],0,1,0.0
57,[2-3],0,1,0.0
57,[3-4],0,1,0.0
57,[4-5],0,1,0.0
57,[5-6],0,1,0.0
57,[6-7],1,1,100.0
57,[7-8],0,1,0.0
57,[8-9],0,1,0.0
57,[9-10],0,1,0.0
57,10,0,1,0.0
59,0,0,29,0.0
59,[1-2],0,29,0.0
59,[2-3],0,29,0.0
59,[3-4],0,29,0.0
59,[4-5],2,29,6.9
59,[5-6],0,29,0.0
59,[6-7],5,29,17.2
59,[7-8],11,29,37.9
59,[8-9],10,29,34.5
59,[9-10],0,29,0.0
59,10,1,29,3.4
60,0,0,96,0.0
60,[1-2],1,96,1.0
60,[2-3],1,96,1.0
60,[3-4],5,96,5.2
60,[4-5],1,96,1.0
60,[5-6],5,96,5.2
60,[6-7],14,96,14.6
60,[7-8],33,96,34.4
60,[8-9],29,96,30.2
60,[9-10],5,96,5.2
60,10,2,96,2.1
61,0,0,1,0.0
61,[1-2],0,1,0.0
61,[2-3],0,1,0.0
61,[3-4],0,1,0.0
61,[4-5],0,1,0.0
61,[5-6],0,1,0.0
61,[6-7],0,1,0.0
61,[7-8],0,1,0.0
61,[8-9],0,1,0.0
61,[9-10],1,1,100.0
61,10,0,1,0.0
62,0,0,2,0.0
62,[1-2],0,2,0.0
62,[2-3],0,2,0.0
62,[3-4],0,2,0.0
62,[4-5],0,2,0.0
62,[5-6],0,2,0.0
62,[6-7],0,2,0.0
62,[7-8],0,2,0.0
62,[8-9],0,2,0.0
62,[9-10],0,2,0.0
62,10,2,2,100.0
63,0,0,79,0.0
63,[1-2],3,79,3.8
63,[2-3],1,79,1.3
63,[3-4],3,79,3.8
63,[4-5],4,79,5.1
63,[5-6],4,79,5.1
63,[6-7],14,79,17.7
63,[7-8],33,79,41.8
63,[8-9],13,79,16.5
63,[9-10],0,79,0.0
63,10,4,79,5.1
64,0,0,2,0.0
64,[1-2],0,2,0.0
64,[2-3],0,2,0.0
64,[3-4],0,2,0.0
64,[4-5],0,2,0.0
64,[5-6],0,2,0.0
64,[6-7],0,2,0.0
64,[7-8],0,2,0.0
64,[8-9],1,2,50.0
64,[9-10],1,2,50.0
64,10,0,2,0.0
65,0,0,93,0.0
65,[1-2],11,93,11.8
65,[2-3],3,93,3.2
65,[3-4],2,93,2.2
65,[4-5],3,93,3.2
65,[5-6],4,93,4.3
65,[6-7],12,93,12.9
65,[7-8],27,93,29.0
65,[8-9],22,93,23.7
65,[9-10],6,93,6.5
65,10,3,93,3.2
66,0,0,95,0.0
66,[1-2],1,95,1.1
66,[2-3],0,95,0.0
66,[3-4],2,95,2.1
66,[4-5],1,95,1.1
66,[5-6],2,95,2.1
66,[6-7],10,95,10.5
66,[7-8],40,95,42.1
66,[8-9],29,95,30.5
66,[9-10],7,95,7.4
66,10,3,95,3.2
67,0,0,68,0.0
67,[1-2],4,68,5.9
67,[2-3],0,68,0.0
67,[3-4],5,68,7.4
67,[4-5],3,68,4.4
67,[5-6],0,68,0.0
67,[6-7],1,68,1.5
67,[7-8],3,68,4.4
67,[8-9],16,68,23.5
67,[9-10],24,68,35.3
67,10,12,68,17.6
68,0,0,2,0.0
68,[1-2],0,2,0.0
68,[2-3],1,2,50.0
68,[3-4],0,2,0.0
68,[4-5],0,2,0.0
68,[5-6],0,2,0.0
68,[6-7],0,2,0.0
68,[7-8],1,2,50.0
68,[8-9],0,2,0.0
68,[9-10],0,2,0.0
68,10,0,2,0.0
69,0,0,84,0.0
69,[1-2],1,84,1.2
69,[2-3],5,84,6.0
69,[3-4],3,84,3.6
69,[4-5],9,84,10.7
69,[5-6],1,84,1.2
69,[6-7],8,84,9.5
69,[7-8],32,84,38.1
69,[8-9],20,84,23.8
69,[9-10],4,84,4.8
69,10,1,84,1.2
70,0,0,1,0.0
70,[1-2],0,1,0.0
70,[2-3],0,1,0.0
70,[3-4],0,1,0.0
70,[4-5],0,1,0.0
70,[5-6],0,1,0.0
70,[6-7],0,1,0.0
70,[7-8],0,1,0.0
70,[8-9],0,1,0.0
70,[9-10],0,1,0.0
70,10,1,1,100.0
71,0,0,48,0.0
71,[1-2],8,48,16.7
71,[2-3],1,48,2.1
71,[3-4],5,48,10.4
71,[4-5],5,48,10.4
71,[5-6],2,48,4.2
71,[6-7],6,48,12.5
71,[7-8],13,48,27.1
71,[8-9],4,48,8.3
71,[9-10],2,48,4.2
71,10,2,48,4.2
72,0,0,7,0.0
72,[1-2],0,7,0.0
72,[2-3],0,7,0.0
72,[3-4],0,7,0.0
72,[4-5],0,7,0.0
72,[5-6],0,7,0.0
72,[6-7],0,7,0.0
72,[7-8],1,7,14.3
72,[8-9],1,7,14.3
72,[9-10],2,7,28.6
72,10,3,7,42.9
73,0,0,67,0.0
73,[1-2],6,67,9.0
73,[2-3],4,67,6.0
73,[3-4],3,67,4.5
73,[4-5],6,67,9.0
73,[5-6],2,67,3.0
73,[6-7],6,67,9.0
73,[7-8],30,67,44.8
73,[8-9],6,67,9.0
73,[9-10],4,67,6.0
73,10,0,67,0.0
74,0,0,2,0.0
74,[1-2],0,2,0.0
74,[2-3],0,2,0.0
74,[3-4],0,2,0.0
74,[4-5],0,2,0.0
74,[5-6],0,2,0.0
74,[6-7],0,2,0.0
74,[7-8],0,2,0.0
74,[8-9],0,2,0.0
74,[9-10],1,2,50.0
74,10,1,2,50.0
75,0,0,13,0.0
75,[1-2],0,13,0.0
75,[2-3],0,13,0.0
75,[3-4],0,13,0.0
75,[4-5],0,13,0.0
75,[5-6],0,13,0.0
75,[6-7],0,13,0.0
75,[7-8],4,13,30.8
75,[8-9],5,13,38.5
75,[9-10],1,13,7.7
75,10,3,13,23.1
76,0,0,4,0.0
76,[1-2],0,4,0.0
76,[2-3],0,4,0.0
76,[3-4],0,4,0.0
76,[4-5],0,4,0.0
76,[5-6],0,4,0.0
76,[6-7],0,4,0.0
76,[7-8],0,4,0.0
76,[8-9],2,4,50.0
76,[9-10],2,4,50.0
76,10,0,4,0.0
77,0,0,1,0.0
77,[1-2],1,1,100.0
77,[2-3],0,1,0.0
77,[3-4],0,1,0.0
77,[4-5],0,1,0.0
77,[5-6],0,1,0.0
77,[6-7],0,1,0.0
77,[7-8],0,1,0.0
77,[8-9],0,1,0.0
77,[9-10],0,1,0.0
77,10,0,1,0.0
78,0,0,7,0.0
78,[1-2],0,7,0.0
78,[2-3],0,7,0.0
78,[3-4],0,7,0.0
78,[4-5],0,7,0.0
78,[5-6],1,7,14.3
78,[6-7],0,7,0.0
78,[7-8],6,7,85.7
78,[8-9],0,7,0.0
78,[9-10],0,7,0.0
78,10,0,7,0.0
79,0,0,10,0.0
79,[1-2],0,10,0.0
79,[2-3],0,10,0.0
79,[3-4],0,10,0.0
79,[4-5],0,10,0.0
79,[5-6],0,10,0.0
79,[6-7],3,10,30.0
79,[7-8],2,10,20.0
79,[8-9],4,10,40.0
79,[9-10],1,10,10.0
79,10,0,10,0.0
80,0,0,2,0.0
80,[1-2],0,2,0.0
80,[2-3],0,2,0.0
80,[3-4],0,2,0.0
80,[4-5],0,2,0.0
80,[5-6],0,2,0.0
80,[6-7],0,2,0.0
80,[7-8],0,2,0.0
80,[8-9],0,2,0.0
80,[9-10],0,2,0.0
80,10,2,2,100.0
81,0,0,15,0.0
81,[1-2],0,15,0.0
81,[2-3],0,15,0.0
81,[3-4],1,15,6.7
81,[4-5],1,15,6.7
81,[5-6],0,15,0.0
81,[6-7],0,15,0.0
81,[7-8],4,15,26.7
81,[8-9],4,15,26.7
81,[9-10],4,15,26.7
81,10,1,15,6.7
82,0,0,35,0.0
82,[1-2],3,35,8.6
82,[2-3],2,35,5.7
82,[3-4],6,35,17.1
82,[4-5],3,35,8.6
82,[5-6],2,35,5.7
82,[6-7],6,35,17.1
82,[7-8],8,35,22.9
82,[8-9],3,35,8.6
82,[9-10],2,35,5.7
82,10,0,35,0.0
83,0,0,97,0.0
83,[1-2],6,97,6.2
83,[2-3],2,97,2.1
83,[3-4],2,97,2.1
83,[4-5],4,97,4.1
83,[5-6],4,97,4.1
83,[6-7],21,97,21.6
83,[7-8],33,97,34.0
83,[8-9],19,97,19.6
83,[9-10],6,97,6.2
83,10,0,97,0.0
84,0,0,3,0.0
84,[1-2],0,3,0.0
84,[2-3],0,3,0.0
84,[3-4],0,3,0.0
84,[4-5],1,3,33.3
84,[5-6],0,3,0.0
84,[6-7],1,3,33.3
84,[7-8],0,3,0.0
84,[8-9],1,3,33.3
84,[9-10],0,3,0.0
84,10,0,3,0.0
85,0,0,35,0.0
85,[1-2],3,35,8.6
85,[2-3],2,35,5.7
85,[3-4],2,35,5.7
85,[4-5],1,35,2.9
85,[5-6],0,35,0.0
85,[6-7],6,35,17.1
85,[7-8],12,35,34.3
85,[8-9],5,35,14.3
85,[9-10],2,35,5.7
85,10,2,35,5.7
86,0,0,1,0.0
86,[1-2],0,1,0.0
86,[2-3],0,1,0.0
86,[3-4],0,1,0.0
86,[4-5],0,1,0.0
86,[5-6],1,1,100.0
86,[6-7],0,1,0.0
86,[7-8],0,1,0.0
86,[8-9],0,1,0.0
86,[9-10],0,1,0.0
86,10,0,1,0.0
87,0,0,19,0.0
87,[1-2],1,19,5.3
87,[2-3],2,19,10.5
87,[3-4],0,19,0.0
87,[4-5],0,19,0.0
87,[5-6],1,19,5.3
87,[6-7],5,19,26.3
87,[7-8],8,19,42.1
87,[8-9],2,19,10.5
87,[9-10],0,19,0.0
87,10,0,19,0.0
88,0,0,15,0.0
88,[1-2],4,15,26.7
88,[2-3],2,15,13.3
88,[3-4],0,15,0.0
88,[4-5],0,15,0.0
88,[5-6],0,15,0.0
88,[6-7],2,15,13.3
88,[7-8],1,15,6.7
88,[8-9],4,15,26.7
88,[9-10],2,15,13.3
88,10,0,15,0.0
89,0,0,2,0.0
89,[1-2],0,2,0.0
89,[2-3],0,2,0.0
89,[3-4],0,2,0.0
89,[4-5],0,2,0.0
89,[5-6],0,2,0.0
89,[6-7],0,2,0.0
89,[7-8],0,2,0.0
89,[8-9],0,2,0.0
89,[9-10],0,2,0.0
89,10,2,2,100.0
90,0,0,56,0.0
90,[1-2],0,56,0.0
90,[2-3],0,56,0.0
90,[3-4],1,56,1.8
90,[4-5],1,56,1.8
90,[5-6],0,56,0.0
90,[6-7],0,56,0.0
90,[7-8],1,56,1.8
90,[8-9],0,56,0.0
90,[9-10],51,56,91.1
90,10,2,56,3.6
91,0,0,30,0.0
91,[1-2],0,30,0.0
91,[2-3],2,30,6.7
91,[3-4],1,30,3.3
91,[4-5],1,30,3.3
91,[5-6],0,30,0.0
91,[6-7],5,30,16.7
91,[7-8],4,30,13.3
91,[8-9],10,30,33.3
91,[9-10],5,30,16.7
91,10,2,30,6.7
92,0,0,98,0.0
92,[1-2],5,98,5.1
92,[2-3],1,98,1.0
92,[3-4],1,98,1.0
92,[4-5],2,98,2.0
92,[5-6],6,98,6.1
92,[6-7],13,98,13.3
92,[7-8],23,98,23.5
92,[8-9],10,98,10.2
